order_item_id,order_id,product_id,quantity,unit_price,subtotal
854,297,462,2,474.7,949.4
855,297,17,3,68.21,204.63
856,297,83,4,279.56,1118.24
857,298,167,4,255.91,1023.64
858,298,385,4,74.39,297.56
859,299,406,1,71.8,71.8
860,300,257,2,35.5,71.0
861,300,7,3,220.54,661.62
862,300,393,5,371.34,1856.7
863,301,246,1,382.84,382.84
864,301,149,2,312.63,625.26
865,301,145,5,101.56,507.8
866,301,249,3,385.7,1157.1
867,302,359,4,107.22,428.88
868,302,127,1,353.56,353.56
869,302,342,5,309.44,1547.2
870,303,438,2,122.4,244.8
871,303,303,2,206.63,413.26
872,304,99,4,18.65,74.6
873,304,476,2,54.56,109.12
874,304,75,1,196.37,196.37
875,305,157,3,218.78,656.34
876,305,359,1,259.83,259.83
877,305,325,1,159.1,159.1
878,305,119,3,188.15,564.45
879,305,114,3,358.68,1076.04
880,306,164,1,99.06,99.06
881,306,459,1,35.54,35.54
882,307,109,3,455.16,1365.48
883,307,147,1,221.14,221.14
884,307,242,3,474.68,1424.04
885,308,172,1,337.78,337.78
886,308,156,5,387.53,1937.65
887,308,58,2,172.29,344.58
888,309,381,5,306.31,1531.55
889,309,399,2,328.62,657.24
890,309,302,2,296.32,592.64
891,310,455,1,73.94,73.94
892,311,62,2,104.53,209.06
893,311,22,4,463.5,1854.0
894,311,301,1,471.49,471.49
895,311,496,5,178.02,890.1
896,311,468,4,494.93,1979.72
897,312,274,2,31.47,62.94
898,312,370,2,214.92,429.84
899,313,457,5,487.81,2439.05
900,313,450,3,229.76,689.28
901,313,389,1,456.32,456.32
902,314,248,4,266.64,1066.56
903,315,405,2,151.93,303.86
904,315,12,5,39.79,198.95
905,315,86,2,372.95,745.9
906,315,307,4,252.56,1010.24
907,315,141,5,436.43,2182.15
908,316,85,4,377.86,1511.44
909,317,288,5,143.03,715.15
910,317,400,2,11.76,23.52
911,317,200,5,116.73,583.65
912,317,206,1,440.79,440.79
913,318,234,3,158.67,476.01
914,318,258,2,155.22,310.44
915,318,363,3,280.55,841.65
916,318,369,2,119.73,239.46
917,318,269,5,126.73,633.65
918,319,328,2,471.6,943.2
919,320,475,1,324.78,324.78
920,320,69,2,494.87,989.74
921,320,139,2,271.95,543.9
922,321,333,3,320.01,960.03
923,322,167,5,139.38,696.9
924,322,43,2,210.09,420.18
925,322,485,5,154.5,772.5
926,323,321,1,413.73,413.73
927,324,375,3,96.6,289.8
928,324,495,1,273.32,273.32
929,325,55,3,436.31,1308.93
930,325,370,5,279.93,1399.65
931,325,382,4,118.11,472.44
932,325,353,3,109.92,329.76
933,325,196,4,86.26,345.04
934,326,374,4,190.63,762.52
935,326,372,4,55.91,223.64
936,327,236,2,102.54,205.08
937,327,95,4,472.24,1888.96
938,328,332,1,161.98,161.98
939,328,145,2,410.57,821.14
940,329,97,2,232.96,465.92
941,329,36,4,59.11,236.44
942,329,74,5,77.27,386.35
943,329,37,1,305.61,305.61
944,329,219,4,198.16,792.64
945,330,424,1,384.09,384.09
946,331,68,2,387.36,774.72
947,332,74,5,16.61,83.05
948,332,481,1,479.23,479.23
949,332,322,1,275.76,275.76
950,333,437,2,78.22,156.44
951,333,363,5,447.27,2236.35
952,333,44,2,160.62,321.24
953,334,80,3,317.47,952.41
954,334,125,1,20.39,20.39
955,334,29,1,60.38,60.38
956,334,279,3,60.26,180.78
957,335,73,1,121.07,121.07
958,335,1,4,82.21,328.84
959,335,468,3,120.68,362.04
960,335,115,4,346.52,1386.08
961,336,252,2,495.48,990.96
962,337,53,3,185.08,555.24
963,337,490,5,173.53,867.65
964,338,473,1,448.84,448.84
965,338,474,5,84.04,420.2
966,338,471,4,269.94,1079.76
967,339,93,3,316.13,948.39
968,339,348,3,180.71,542.13
969,339,218,1,142.84,142.84
970,339,77,4,334.25,1337.0
971,339,458,3,407.25,1221.75
972,340,404,1,432.24,432.24
973,341,399,2,166.93,333.86
974,341,336,4,228.88,915.52
975,342,418,4,480.2,1920.8
976,342,35,3,80.89,242.67
977,342,58,3,497.44,1492.32
978,342,296,2,386.09,772.18
979,343,164,4,349.78,1399.12
980,343,254,4,304.85,1219.4
981,343,218,3,77.73,233.19
982,344,197,5,253.58,1267.9
983,344,215,5,251.37,1256.85
984,345,421,4,268.2,1072.8
985,345,118,2,354.52,709.04
986,345,197,2,187.24,374.48
987,345,43,2,497.01,994.02
988,345,298,1,187.58,187.58
989,346,491,1,456.57,456.57
990,346,69,3,425.89,1277.67
991,346,472,2,154.4,308.8
992,346,57,2,419.27,838.54
993,347,498,2,415.63,831.26
994,347,477,1,376.03,376.03
995,347,468,1,481.41,481.41
996,347,216,2,194.96,389.92
997,347,125,1,351.1,351.1
998,348,191,5,46.15,230.75
999,348,28,5,436.53,2182.65
1000,348,360,1,81.97,81.97
1001,348,55,2,48.71,97.42
1002,349,7,5,417.22,2086.1
1003,350,77,2,376.57,753.14
1004,350,392,3,240.39,721.17
1005,350,94,3,227.55,682.65
1006,350,241,1,150.52,150.52
1007,351,31,1,306.05,306.05
1008,351,452,2,256.61,513.22
1009,352,203,4,343.15,1372.6
1010,353,284,5,255.92,1279.6
1011,353,365,2,217.6,435.2
1012,353,425,2,143.2,286.4
1013,353,133,1,265.54,265.54
1014,354,381,4,313.33,1253.32
1015,354,109,2,202.22,404.44
1016,355,310,4,243.93,975.72
1017,355,431,4,415.35,1661.4
1018,355,40,2,36.79,73.58
1019,355,419,3,326.86,980.58
1020,355,355,2,142.26,284.52
1021,356,40,3,305.56,916.68
1022,357,15,2,275.37,550.74
1023,357,123,1,113.84,113.84
1024,357,145,1,380.7,380.7
1025,358,97,1,127.76,127.76
1026,358,283,1,488.56,488.56
1027,358,104,5,31.99,159.95
1028,359,24,3,14.15,42.45
1029,359,25,3,378.32,1134.96
1030,359,162,4,255.11,1020.44
1031,359,48,3,378.4,1135.2
1032,360,499,1,172.35,172.35
1033,360,67,5,59.49,297.45
1034,360,360,2,21.61,43.22
1035,361,245,1,152.16,152.16
1036,361,301,2,344.36,688.72
1037,361,445,1,443.75,443.75
1038,361,437,1,476.88,476.88
1039,362,453,2,386.72,773.44
1040,362,111,2,496.77,993.54
1041,363,265,3,229.27,687.81
1042,363,374,2,176.12,352.24
1043,363,312,3,315.5,946.5
1044,363,334,4,29.61,118.44
1045,363,268,4,127.16,508.64
1046,364,311,4,57.73,230.92
1047,364,39,1,79.89,79.89
1048,364,491,3,278.1,834.3
1049,364,79,1,254.47,254.47
1050,364,291,4,163.72,654.88
1051,365,83,5,188.03,940.15
1052,365,35,1,44.86,44.86
1053,365,144,4,136.39,545.56
1054,366,132,2,470.52,941.04
1055,366,391,5,249.25,1246.25
1056,366,449,3,430.91,1292.73
1057,366,227,4,210.43,841.72
1058,367,470,5,423.97,2119.85
1059,367,349,3,193.1,579.3
1060,367,67,4,257.91,1031.64
1061,367,226,3,439.93,1319.79
1062,367,188,1,314.1,314.1
1063,368,380,2,352.88,705.76
1064,369,5,4,87.52,350.08
1065,369,80,4,428.38,1713.52
1066,369,437,2,200.23,400.46
1067,369,54,4,337.88,1351.52
1068,369,149,3,238.28,714.84
1069,370,461,2,368.57,737.14
1070,370,419,4,386.43,1545.72
1071,370,239,2,206.75,413.5
1072,370,56,1,165.47,165.47
1073,370,44,5,248.28,1241.4
1074,371,59,5,86.31,431.55
1075,371,143,4,81.3,325.2
1076,371,233,2,166.89,333.78
1077,371,20,1,494.03,494.03
1078,372,32,4,489.49,1957.96
1079,372,480,2,36.5,73.0
1080,372,414,1,476.8,476.8
1081,372,186,4,142.23,568.92
1082,373,43,1,144.21,144.21
1083,373,73,1,156.19,156.19
1084,374,447,3,100.2,300.6
1085,374,215,1,55.3,55.3
1086,374,269,4,177.59,710.36
1087,374,110,3,90.62,271.86
1088,375,483,4,272.4,1089.6
1089,375,215,2,483.14,966.28
1090,375,247,4,183.8,735.2
1091,376,200,5,107.29,536.45
1092,376,422,5,312.09,1560.45
1093,376,6,3,335.39,1006.17
1094,376,288,3,16.95,50.85
1095,376,401,4,467.57,1870.28
1096,377,443,4,138.77,555.08
1097,377,163,1,494.24,494.24
1098,377,59,2,320.8,641.6
1099,377,406,5,57.75,288.75
1100,378,382,4,351.26,1405.04
1101,378,97,2,304.46,608.92
1102,379,179,2,486.15,972.3
1103,379,108,5,478.0,2390.0
1104,380,417,3,449.36,1348.08
1105,380,187,5,411.34,2056.7
1106,380,9,1,352.67,352.67
1107,381,212,5,218.67,1093.35
1108,381,211,3,65.56,196.68
1109,381,181,2,234.82,469.64
1110,381,425,3,96.68,290.04
1111,382,84,4,320.71,1282.84
1112,382,278,5,469.57,2347.85
1113,382,224,1,497.73,497.73
1114,382,196,1,53.92,53.92
1115,382,146,1,311.97,311.97
1116,383,54,5,464.34,2321.7
1117,383,255,1,320.43,320.43
1118,383,384,5,294.8,1474.0
1119,383,385,1,337.18,337.18
1120,384,109,5,196.73,983.65
1121,384,115,2,429.61,859.22
1122,384,398,1,181.8,181.8
1123,384,233,4,212.34,849.36
1124,385,4,2,258.7,517.4
1125,385,482,3,441.01,1323.03
1126,385,192,3,160.62,481.86
1127,385,401,4,339.92,1359.68
1128,386,461,4,26.01,104.04
1129,387,79,3,421.98,1265.94
1130,388,420,2,479.99,959.98
1131,388,380,4,128.5,514.0
1132,388,308,4,104.4,417.6
1133,388,163,4,415.99,1663.96
1134,388,172,5,220.26,1101.3
1135,389,373,3,263.47,790.41
1136,389,89,4,123.18,492.72
1137,389,207,2,257.09,514.18
1138,389,463,5,394.3,1971.5
1139,390,429,3,109.84,329.52
1140,390,284,1,22.56,22.56
1141,390,82,1,318.16,318.16
1142,391,79,1,290.18,290.18
1143,391,15,1,373.75,373.75
1144,391,317,2,491.87,983.74
1145,391,363,3,101.41,304.23
1146,391,279,2,155.49,310.98
1147,392,431,4,387.49,1549.96
1148,392,126,1,144.73,144.73
1149,392,372,2,317.44,634.88
1150,392,400,5,434.8,2174.0
1151,392,414,1,234.97,234.97
1152,393,63,2,55.46,110.92
1153,393,55,4,423.87,1695.48
1154,393,73,2,201.49,402.98
1155,393,145,4,399.77,1599.08
1156,393,135,4,46.05,184.2
1157,394,108,4,193.87,775.48
1158,395,325,2,98.11,196.22
1159,395,466,1,452.78,452.78
1160,395,231,5,319.29,1596.45
1161,396,61,3,496.93,1490.79
1162,397,315,2,265.66,531.32
1163,397,308,3,464.03,1392.09
1164,397,280,2,306.99,613.98
1165,397,3,5,21.29,106.45
1166,398,390,1,450.3,450.3
1167,398,79,1,170.49,170.49
1168,398,111,2,50.89,101.78
1169,398,444,2,141.12,282.24
1170,398,187,4,107.63,430.52
1171,399,179,5,329.44,1647.2
1172,400,382,5,473.71,2368.55
1173,400,415,2,132.55,265.1
1174,400,254,2,346.66,693.32
1175,400,224,3,481.32,1443.96
1176,401,299,5,162.68,813.4
1177,402,489,4,222.4,889.6
1178,402,370,4,217.63,870.52
1179,403,418,1,307.57,307.57
1180,403,164,4,107.86,431.44
1181,403,319,3,193.24,579.72
1182,404,231,2,445.83,891.66
1183,405,130,5,182.6,913.0
1184,405,301,1,66.18,66.18
1185,405,210,3,220.4,661.2
1186,405,151,2,185.29,370.58
1187,405,310,1,115.44,115.44
1188,406,191,3,69.93,209.79
1189,406,75,3,347.26,1041.78
1190,406,400,3,114.75,344.25
1191,407,408,1,198.94,198.94
1192,407,165,5,113.97,569.85
1193,407,461,2,60.43,120.86
1194,407,120,3,360.97,1082.91
1195,407,288,1,291.23,291.23
1196,408,350,3,107.09,321.27
1197,408,388,1,403.34,403.34
1198,408,223,4,32.93,131.72
1199,408,163,3,216.41,649.23
1200,409,232,2,304.7,609.4
1201,410,197,1,325.4,325.4
1202,410,122,5,494.1,2470.5
1203,410,296,4,149.34,597.36
1204,410,11,4,28.13,112.52
1205,410,146,5,459.84,2299.2
1206,411,173,1,44.03,44.03
1207,412,425,4,364.39,1457.56
1208,413,163,4,49.09,196.36
1209,413,386,3,251.97,755.91
1210,413,178,1,202.73,202.73
1211,414,253,1,423.11,423.11
1212,414,435,5,60.34,301.7
1213,414,329,2,33.44,66.88
1214,414,496,1,77.98,77.98
1215,415,442,4,120.91,483.64
1216,415,353,1,103.67,103.67
1217,415,371,3,409.91,1229.73
1218,416,3,3,442.83,1328.49
1219,416,479,1,64.29,64.29
1220,416,353,3,46.77,140.31
1221,416,445,3,347.08,1041.24
1222,416,27,4,142.26,569.04
1223,417,474,5,235.74,1178.7
1224,417,71,2,166.47,332.94
1225,418,386,4,322.08,1288.32
1226,418,300,1,265.66,265.66
1227,419,296,4,488.41,1953.64
1228,419,245,3,388.6,1165.8
1229,420,116,3,358.58,1075.74
1230,420,48,3,283.67,851.01
1231,420,136,2,333.15,666.3
1232,420,393,2,350.53,701.06
1233,421,498,4,39.53,158.12
1234,422,344,2,239.39,478.78
1235,423,97,2,408.86,817.72
1236,423,250,5,261.82,1309.1
1237,423,54,3,382.64,1147.92
1238,423,175,3,357.17,1071.51
1239,424,435,1,457.92,457.92
1240,424,259,2,459.18,918.36
1241,425,500,5,109.48,547.4
1242,425,232,4,102.1,408.4
1243,425,445,3,217.32,651.96
1244,425,318,3,476.23,1428.69
1245,426,332,1,375.06,375.06
1246,426,53,2,18.13,36.26
1247,426,76,4,101.64,406.56
1248,426,237,1,243.36,243.36
1249,426,449,5,231.79,1158.95
1250,427,61,1,183.67,183.67
1251,427,475,2,83.8,167.6
1252,427,282,5,221.12,1105.6
1253,428,28,3,57.93,173.79
1254,428,226,4,368.68,1474.72
1255,428,140,4,105.03,420.12
1256,429,207,5,145.2,726.0
1257,429,91,5,251.87,1259.35
1258,430,56,2,479.9,959.8
1259,430,349,2,66.44,132.88
1260,430,26,1,291.86,291.86
1261,430,331,2,42.27,84.54
1262,431,142,2,442.47,884.94
1263,432,201,3,252.63,757.89
1264,432,202,2,395.01,790.02
1265,432,52,3,322.08,966.24
1266,432,113,5,151.11,755.55
1267,433,49,2,256.59,513.18
1268,434,245,2,93.41,186.82
1269,434,379,1,91.66,91.66
1270,434,157,3,450.94,1352.82
1271,434,437,2,481.5,963.0
1272,434,465,4,219.68,878.72
1273,435,91,3,441.82,1325.46
1274,436,348,1,301.06,301.06
1275,436,390,4,295.75,1183.0
1276,437,448,1,411.27,411.27
1277,437,127,5,343.22,1716.1
1278,437,242,3,419.33,1257.99
1279,437,57,5,256.54,1282.7
1280,438,397,1,159.26,159.26
1281,438,49,3,231.78,695.34
1282,439,280,4,134.23,536.92
1283,439,132,4,16.64,66.56
1284,439,340,3,157.56,472.68
1285,440,457,5,247.33,1236.65
1286,440,266,3,346.03,1038.09
1287,440,397,1,82.47,82.47
1288,441,439,3,253.94,761.82
1289,441,113,2,293.02,586.04
1290,441,338,4,186.12,744.48
1291,441,73,1,104.98,104.98
1292,442,328,5,450.62,2253.1
1293,442,56,4,493.79,1975.16
1294,442,495,5,95.73,478.65
1295,442,141,3,445.12,1335.36
1296,443,302,3,103.38,310.14
1297,443,214,5,264.84,1324.2
1298,443,484,3,418.74,1256.22
1299,443,142,1,222.4,222.4
1300,444,291,3,63.99,191.97
1301,444,496,1,254.47,254.47
1302,444,406,2,238.5,477.0
1303,444,178,2,266.36,532.72
1304,445,320,2,158.79,317.58
1305,445,286,3,41.66,124.98
1306,445,341,3,17.64,52.92
1307,446,112,3,414.48,1243.44
1308,447,28,4,159.85,639.4
1309,448,181,1,133.2,133.2
1310,448,339,3,440.57,1321.71
1311,448,428,5,336.01,1680.05
1312,448,1,5,85.97,429.85
1313,449,366,3,79.9,239.7
1314,450,222,1,152.49,152.49
1315,450,300,1,241.86,241.86
1316,451,128,4,217.06,868.24
1317,451,416,1,447.59,447.59
1318,451,348,3,302.55,907.65
1319,452,289,3,404.15,1212.45
1320,452,224,2,344.83,689.66
1321,453,129,4,281.6,1126.4
1322,453,70,3,159.45,478.35
1323,454,291,4,277.46,1109.84
1324,454,475,4,393.38,1573.52
1325,454,322,4,57.06,228.24
1326,455,227,3,239.51,718.53
1327,455,356,4,238.61,954.44
1328,455,161,4,236.03,944.12
1329,455,258,5,22.95,114.75
1330,455,479,4,53.33,213.32
1331,456,315,3,395.45,1186.35
1332,456,465,5,260.98,1304.9
1333,457,318,5,440.12,2200.6
1334,457,279,1,380.11,380.11
1335,458,65,4,405.67,1622.68
1336,458,207,5,235.51,1177.55
1337,458,344,1,51.48,51.48
1338,458,4,3,416.65,1249.95
1339,459,171,5,57.73,288.65
1340,460,290,3,433.51,1300.53
1341,460,247,1,372.83,372.83
1342,460,354,5,372.29,1861.45
1343,461,360,2,262.97,525.94
1344,462,380,2,157.44,314.88
1345,462,496,3,362.38,1087.14
1346,462,254,1,404.75,404.75
1347,462,70,5,347.01,1735.05
1348,462,115,1,42.9,42.9
1349,463,310,1,264.71,264.71
1350,463,451,2,110.1,220.2
1351,464,13,4,37.27,149.08
1352,464,427,1,156.96,156.96
1353,464,259,4,491.52,1966.08
1354,464,228,2,422.44,844.88
1355,465,134,5,70.37,351.85
1356,465,421,2,321.74,643.48
1357,465,314,2,79.43,158.86
1358,465,349,2,93.68,187.36
1359,465,225,5,108.17,540.85
1360,466,149,5,251.55,1257.75
1361,466,342,3,201.68,605.04
1362,466,52,1,237.34,237.34
1363,466,492,4,82.6,330.4
1364,467,235,4,15.4,61.6
1365,467,62,3,26.7,80.1
1366,467,289,5,227.79,1138.95
1367,468,493,4,145.68,582.72
1368,468,72,2,185.3,370.6
1369,468,240,5,113.28,566.4
1370,469,200,2,182.41,364.82
1371,469,263,5,176.25,881.25
1372,469,33,2,146.39,292.78
1373,469,90,3,462.5,1387.5
1374,469,336,1,458.92,458.92
1375,470,193,2,292.26,584.52
1376,470,493,5,389.95,1949.75
1377,470,242,5,137.02,685.1
1378,470,311,3,298.54,895.62
1379,471,179,1,32.02,32.02
1380,471,300,2,123.54,247.08
1381,471,317,1,254.72,254.72
1382,471,425,4,168.59,674.36
1383,471,207,2,490.85,981.7
1384,472,54,2,366.8,733.6
1385,472,461,4,380.35,1521.4
1386,473,473,3,66.09,198.27
1387,473,33,1,226.35,226.35
1388,473,32,3,307.2,921.6
1389,473,314,1,462.54,462.54
1390,474,56,4,75.28,301.12
1391,474,358,5,282.67,1413.35
1392,474,231,2,133.72,267.44
1393,475,348,2,222.69,445.38
1394,475,147,5,406.25,2031.25
1395,475,116,2,52.15,104.3
1396,475,104,1,318.27,318.27
1397,476,105,1,406.9,406.9
1398,477,185,4,288.46,1153.84
1399,478,175,2,344.36,688.72
1400,479,255,4,255.42,1021.68
1401,479,98,3,313.05,939.15
1402,479,427,5,428.18,2140.9
1403,479,107,1,225.05,225.05
1404,479,293,4,438.25,1753.0
1405,480,41,1,67.78,67.78
1406,480,66,2,35.22,70.44
1407,480,401,5,172.15,860.75
1408,480,265,2,412.45,824.9
1409,480,153,3,461.91,1385.73
1410,481,200,1,437.5,437.5
1411,481,361,2,484.38,968.76
1412,481,184,1,271.87,271.87
1413,482,437,5,255.02,1275.1
1414,482,266,4,313.14,1252.56
1415,483,358,3,330.08,990.24
1416,483,457,1,175.64,175.64
1417,483,57,3,108.25,324.75
1418,483,299,1,78.25,78.25
1419,483,242,5,410.21,2051.05
1420,484,474,1,125.45,125.45
1421,484,388,1,404.77,404.77
1422,484,340,5,453.12,2265.6
1423,485,178,1,475.45,475.45
1424,486,379,5,244.6,1223.0
1425,486,314,2,142.55,285.1
1426,486,476,1,60.99,60.99
1427,486,42,4,258.73,1034.92
1428,486,455,3,221.44,664.32
1429,487,401,2,20.51,41.02
1430,487,436,1,22.91,22.91
1431,487,449,2,271.75,543.5
1432,488,350,5,246.26,1231.3
1433,488,351,4,385.18,1540.72
1434,488,378,2,220.56,441.12
1435,488,10,4,279.28,1117.12
1436,489,225,1,449.6,449.6
1437,490,181,4,459.85,1839.4
1438,490,100,2,123.7,247.4
1439,490,176,5,14.92,74.6
1440,491,383,5,288.34,1441.7
1441,491,386,1,437.9,437.9
1442,491,455,2,408.18,816.36
1443,491,414,1,37.76,37.76
1444,492,93,3,305.18,915.54
1445,492,145,2,499.06,998.12
1446,492,23,2,307.0,614.0
1447,492,161,4,332.22,1328.88
1448,493,40,3,469.8,1409.4
1449,494,254,3,449.84,1349.52
1450,494,362,2,227.34,454.68
1451,495,483,5,153.41,767.05
1452,495,188,2,268.15,536.3
1453,495,400,3,166.24,498.72
1454,496,258,4,355.7,1422.8
1455,496,54,5,248.24,1241.2
1456,496,28,1,109.74,109.74
1457,496,178,2,422.3,844.6
1458,496,462,5,122.96,614.8
1459,497,108,2,27.58,55.16
1460,497,63,2,352.19,704.38
1461,497,191,4,476.99,1907.96
1462,497,372,1,254.46,254.46
1463,497,418,1,142.45,142.45
1464,498,197,1,146.76,146.76
1465,498,154,5,198.13,990.65
1466,498,424,1,432.76,432.76
1467,498,495,4,227.57,910.28
1468,498,44,2,110.81,221.62
1469,499,338,5,35.61,178.05
1470,499,221,3,25.34,76.02
1471,500,480,5,379.69,1898.45
1472,500,14,3,462.12,1386.36
1473,500,466,3,407.02,1221.06
1474,501,111,5,222.7,1113.5
1475,501,388,4,393.48,1573.92
1476,501,15,1,405.62,405.62
1477,501,175,5,200.17,1000.85
1478,501,372,3,430.67,1292.01
1479,502,238,5,137.45,687.25
1480,502,218,4,238.99,955.96
1481,502,294,2,74.62,149.24
1482,502,369,1,147.54,147.54
1483,502,291,3,51.91,155.73
1484,503,395,3,175.39,526.17
1485,503,278,4,28.92,115.68
1486,504,186,3,393.39,1180.17
1487,504,138,5,16.05,80.25
1488,504,338,3,288.54,865.62
1489,505,429,2,227.47,454.94
1490,505,136,1,225.56,225.56
1491,505,434,4,28.13,112.52
1492,506,246,5,116.74,583.7
1493,506,327,1,293.99,293.99
1494,506,433,1,145.46,145.46
1495,507,283,2,136.42,272.84
1496,507,161,3,137.17,411.51
1497,507,489,4,72.34,289.36
1498,507,33,2,81.98,163.96
1499,507,226,5,331.43,1657.15
1500,508,59,1,100.29,100.29
1501,508,336,5,431.68,2158.4
1502,509,163,1,476.33,476.33
1503,509,22,3,487.89,1463.67
1504,509,284,1,342.41,342.41
1505,509,368,3,274.82,824.46
1506,509,117,1,304.28,304.28
1507,510,56,4,65.46,261.84
1508,510,40,1,126.12,126.12
1509,510,260,3,289.48,868.44
1510,511,37,3,80.11,240.33
1511,511,329,3,307.41,922.23
1512,511,219,3,174.14,522.42
1513,511,449,4,449.72,1798.88
1514,512,241,3,314.74,944.22
1515,512,483,2,190.47,380.94
1516,512,499,3,465.85,1397.55
1517,513,14,3,260.29,780.87
1518,513,55,5,393.9,1969.5
1519,513,312,3,470.57,1411.71
1520,513,109,4,417.06,1668.24
1521,513,414,1,331.96,331.96
1522,514,196,1,478.04,478.04
1523,514,391,2,287.05,574.1
1524,515,323,1,425.32,425.32
1525,515,281,5,401.12,2005.6
1526,515,376,5,241.44,1207.2
1527,515,215,5,264.96,1324.8
1528,515,276,3,141.9,425.7
1529,516,151,3,123.14,369.42
1530,516,467,3,376.61,1129.83
1531,516,125,1,349.61,349.61
1532,516,169,4,369.07,1476.28
1533,516,410,4,187.32,749.28
1534,517,287,3,330.13,990.39
1535,517,259,5,122.87,614.35
1536,517,40,4,122.58,490.32
1537,518,474,2,390.46,780.92
1538,518,276,4,340.31,1361.24
1539,519,311,3,177.37,532.11
1540,519,134,1,49.94,49.94
1541,520,259,2,450.94,901.88
1542,520,76,4,17.6,70.4
1543,520,295,1,215.13,215.13
1544,520,254,5,358.58,1792.9
1545,521,381,1,418.59,418.59
1546,521,52,1,348.12,348.12
1547,521,65,1,74.87,74.87
1548,521,446,5,460.13,2300.65
1549,522,182,5,128.3,641.5
1550,522,66,3,68.32,204.96
1551,522,206,3,299.82,899.46
1552,522,357,5,62.81,314.05
1553,523,38,3,475.46,1426.38
1554,524,323,4,151.75,607.0
1555,524,231,4,353.06,1412.24
1556,524,380,2,364.62,729.24
1557,524,428,5,459.01,2295.05
1558,525,43,5,191.24,956.2
1559,525,78,4,195.89,783.56
1560,525,459,4,96.59,386.36
1561,525,4,5,146.86,734.3
1562,525,304,1,123.81,123.81
1563,526,175,5,294.12,1470.6
1564,526,25,4,149.78,599.12
1565,526,289,4,166.1,664.4
1566,526,266,2,477.22,954.44
1567,527,417,2,220.96,441.92
1568,528,295,3,58.74,176.22
1569,528,451,3,91.14,273.42
1570,528,316,3,144.19,432.57
1571,529,115,3,494.51,1483.53
1572,529,454,1,463.01,463.01
1573,529,87,3,79.09,237.27
1574,529,148,2,280.56,561.12
1575,530,387,1,480.33,480.33
1576,530,87,5,273.58,1367.9
1577,530,15,2,13.27,26.54
1578,530,307,1,191.07,191.07
1579,530,463,3,471.48,1414.44
1580,531,219,4,154.52,618.08
1581,531,375,1,360.96,360.96
1582,531,228,1,227.76,227.76
1583,531,267,4,251.7,1006.8
1584,531,65,1,433.61,433.61
1585,532,375,3,403.78,1211.34
1586,532,343,2,366.41,732.82
1587,532,60,3,86.8,260.4
1588,533,142,5,339.32,1696.6
1589,533,233,1,356.34,356.34
1590,533,323,3,447.21,1341.63
1591,534,222,1,466.86,466.86
1592,535,163,1,475.1,475.1
1593,535,98,1,130.5,130.5
1594,535,431,5,194.34,971.7
1595,535,286,2,339.94,679.88
1596,535,339,3,240.36,721.08
1597,536,417,3,74.58,223.74
1598,536,96,1,475.91,475.91
1599,536,376,2,11.57,23.14
1600,536,255,1,250.44,250.44
1601,537,107,3,310.56,931.68
1602,537,364,5,125.01,625.05
1603,537,92,3,247.27,741.81
1604,537,20,2,440.17,880.34
1605,537,215,2,438.77,877.54
1606,538,251,5,184.99,924.95
1607,538,408,4,154.75,619.0
1608,538,323,2,65.06,130.12
1609,538,201,3,215.6,646.8
1610,539,167,1,96.34,96.34
1611,539,127,3,333.7,1001.1
1612,539,340,3,351.51,1054.53
1613,539,218,2,389.1,778.2
1614,540,431,5,211.88,1059.4
1615,540,413,2,24.19,48.38
1616,540,443,3,258.67,776.01
1617,540,251,4,39.79,159.16
1618,541,134,4,201.78,807.12
1619,541,346,4,218.35,873.4
1620,541,163,3,457.06,1371.18
1621,542,249,3,321.77,965.31
1622,542,373,1,161.17,161.17
1623,542,113,4,118.44,473.76
1624,543,275,1,474.46,474.46
1625,543,106,5,309.27,1546.35
1626,544,310,1,475.64,475.64
1627,544,277,1,403.18,403.18
1628,545,400,3,456.99,1370.97
1629,546,33,3,272.38,817.14
1630,546,336,2,420.69,841.38
1631,546,26,4,431.26,1725.04
1632,546,266,2,152.19,304.38
1633,546,108,2,456.22,912.44
1634,547,212,2,470.61,941.22
1635,547,111,1,424.29,424.29
1636,547,284,5,60.24,301.2
1637,548,406,3,157.72,473.16
1638,548,249,2,319.46,638.92
1639,548,22,2,26.55,53.1
1640,548,81,1,408.37,408.37
1641,549,336,3,432.37,1297.11
1642,549,206,1,46.21,46.21
1643,549,68,4,19.88,79.52
1644,549,419,5,306.39,1531.95
1645,550,49,5,398.38,1991.9
1646,550,377,2,417.42,834.84
1647,551,402,5,374.31,1871.55
1648,551,166,3,144.28,432.84
1649,551,218,2,58.84,117.68
1650,552,242,2,483.77,967.54
1651,552,193,5,146.49,732.45
1652,552,150,3,454.76,1364.28
1653,552,220,5,258.23,1291.15
1654,552,48,4,18.43,73.72
1655,553,373,5,360.14,1800.7
1656,553,202,4,119.79,479.16
1657,553,488,1,204.7,204.7
1658,553,191,2,229.07,458.14
1659,554,289,3,80.45,241.35
1660,554,56,1,56.74,56.74
1661,554,330,2,111.76,223.52
1662,554,160,4,300.77,1203.08
1663,555,73,4,312.08,1248.32
1664,556,268,2,38.88,77.76
1665,556,371,4,133.49,533.96
1666,556,430,3,372.85,1118.55
1667,556,291,2,27.89,55.78
1668,557,307,2,379.97,759.94
1669,557,209,4,277.34,1109.36
1670,557,447,3,480.14,1440.42
